Province_State,Country_Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Syria,34.802075,38.996815,6/10/2020,152,6,0,146,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,6/10/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,6/10/2020,20,2,16,2,Americas
,Laos,19.85627,102.495496,6/10/2020,19,0,19,0,Western Pacific
,Libya,26.3351,17.228331,6/10/2020,378,5,59,314,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,6/10/2020,485,3,410,72,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,6/10/2020,1389,12,153,1224,Africa
,Mali,17.570692,-3.996166,6/10/2020,1667,96,948,623,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,6/10/2020,15,0,15,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,6/10/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,6/10/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,6/10/2020,1298,31,913,354,Europe
,Burma,21.9162,95.956,6/10/2020,248,6,165,77,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,6/10/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,6/10/2020,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,6/10/2020,12,1,11,0,Europe
,Botswana,-22.3285,24.6849,6/10/2020,48,1,24,23,Africa
,Burundi,-3.3731,29.9189,6/10/2020,83,1,45,37,Africa
,Sierra Leone,8.460555,-11.779889,6/10/2020,1062,50,637,375,Africa
,Malawi,-13.2543,34.3015,6/10/2020,455,4,55,396,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,6/10/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,6/10/2020,1,0,1,0,Europe
,South Sudan,6.877,31.307,6/10/2020,1604,19,15,1570,Africa
,Western Sahara,24.2155,-12.8858,6/10/2020,9,1,6,2,Africa
,Sao Tome and Principe,0.1864,6.6131,6/10/2020,611,12,135,464,Africa
,Yemen,15.552727,48.516388,6/10/2020,560,129,23,408,Eastern Mediterranean
,Comoros,-11.6455,43.3333,6/10/2020,162,2,97,63,Africa
,Tajikistan,38.861,71.2761,6/10/2020,4763,48,2947,1768,Europe
,Lesotho,-29.61,28.2336,6/10/2020,4,0,2,2,Africa
,Afghanistan,33.93911,67.709953,6/11/2020,22890,426,3326,19138,Eastern Mediterranean
,Albania,41.1533,20.1683,6/11/2020,1385,35,1001,349,Europe
,Algeria,28.0339,1.6596,6/11/2020,10589,741,7255,2593,Africa
,Andorra,42.5063,1.5218,6/11/2020,852,51,780,21,Europe
,Angola,-11.2027,17.8739,6/11/2020,118,5,41,72,Africa
,Antigua and Barbuda,17.0608,-61.7964,6/11/2020,26,3,20,3,Americas
,Argentina,-38.4161,-63.6167,6/11/2020,27373,765,8332,18276,Americas
,Armenia,40.0691,45.0382,6/11/2020,14669,245,5466,8958,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,6/11/2020,108,3,104,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,6/11/2020,3115,48,2743,324,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,6/11/2020,29,0,29,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,6/11/2020,1064,6,1051,7,Western Pacific
South Australia,Australia,-34.9285,138.6007,6/11/2020,440,4,436,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,6/11/2020,228,13,212,3,Western Pacific
Victoria,Australia,-37.8136,144.9631,6/11/2020,1703,19,1632,52,Western Pacific
Western Australia,Australia,-31.9505,115.8605,6/11/2020,602,9,575,18,Western Pacific
,Austria,47.5162,14.5501,6/11/2020,17034,674,15949,411,Europe
,Azerbaijan,40.1431,47.5769,6/11/2020,8882,108,4930,3844,Europe
,Bahamas,25.025885,-78.035889,6/11/2020,103,11,68,24,Americas
,Bahrain,26.0275,50.55,6/11/2020,16667,34,11487,5146,Eastern Mediterranean
,Bangladesh,23.685,90.3563,6/11/2020,78052,1049,16747,60256,South-East Asia
,Barbados,13.1939,-59.5432,6/11/2020,96,7,83,6,Americas
,Belarus,53.7098,27.9534,6/11/2020,51816,293,26643,24880,Europe
,Belgium,50.8333,4.469936,6/11/2020,59711,9636,16453,33622,Europe
,Benin,9.3077,2.3158,6/11/2020,305,4,188,113,Africa
,Bhutan,27.5142,90.4336,6/11/2020,62,0,19,43,South-East Asia
,Bolivia,-16.2902,-63.5887,6/11/2020,16165,533,2372,13260,Americas
,Bosnia and Herzegovina,43.9159,17.6791,6/11/2020,2832,161,2100,571,Europe
,Brazil,-14.235,-51.9253,6/11/2020,802828,40919,429965,331944,Americas
,Brunei,4.5353,114.7277,6/11/2020,141,2,138,1,Western Pacific
,Bulgaria,42.7339,25.4858,6/11/2020,3086,168,1688,1230,Europe
,Burkina Faso,12.2383,-1.5616,6/11/2020,892,53,790,49,Africa
,Cabo Verde,16.5388,-23.0418,6/11/2020,657,6,294,357,Africa
,Cambodia,11.55,104.9167,6/11/2020,126,0,125,1,Western Pacific
,Cameroon,3.848,11.5021,6/11/2020,8681,212,4836,3633,Africa
Alberta,Canada,53.9333,-116.5765,6/11/2020,7316,149,0,7167,Americas
British Columbia,Canada,53.7267,-127.6476,6/11/2020,2694,167,0,2527,Americas
Manitoba,Canada,53.7609,-98.8139,6/11/2020,300,7,0,293,Americas
New Brunswick,Canada,46.5653,-66.4619,6/11/2020,153,1,0,152,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,6/11/2020,261,3,0,258,Americas
Nova Scotia,Canada,44.682,-63.7443,6/11/2020,1061,62,0,999,Americas
Ontario,Canada,51.2538,-85.3232,6/11/2020,33173,2563,0,30610,Americas
Prince Edward Island,Canada,46.5107,-63.4168,6/11/2020,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,6/11/2020,53485,5105,0,48380,Americas
Saskatchewan,Canada,52.9399,-106.4509,6/11/2020,660,13,0,647,Americas
,Central African Republic,6.6111,20.9394,6/11/2020,1952,5,38,1909,Africa
,Chad,15.4542,18.7322,6/11/2020,848,72,706,70,Africa
,Chile,-35.6751,-71.543,6/11/2020,186698,2648,126444,57606,Americas
Anhui,China,31.8257,117.2264,6/11/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,6/11/2020,595,9,584,2,Western Pacific
Chongqing,China,30.0572,107.874,6/11/2020,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,6/11/2020,361,1,356,4,Western Pacific
Gansu,China,35.7518,104.2861,6/11/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,6/11/2020,1607,8,1589,10,Western Pacific
Guangxi,China,23.8298,108.7881,6/11/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,6/11/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,6/11/2020,170,6,162,2,Western Pacific
Hebei,China,39.549,116.1306,6/11/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,6/11/2020,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,6/11/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,6/11/2020,1107,4,1055,48,Western Pacific
Hubei,China,30.9756,112.2707,6/11/2020,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,6/11/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,6/11/2020,237,1,231,5,Western Pacific
Jiangsu,China,32.9711,119.455,6/11/2020,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,6/11/2020,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,6/11/2020,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,6/11/2020,149,2,147,0,Western Pacific
Macau,China,22.1667,113.55,6/11/2020,45,0,45,0,Western Pacific
Ningxia,China,37.2692,106.1655,6/11/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,6/11/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,6/11/2020,311,3,306,2,Western Pacific
Shandong,China,36.3427,118.1498,6/11/2020,792,7,781,4,Western Pacific
Shanghai,China,31.202,121.4491,6/11/2020,689,7,666,16,Western Pacific
Shanxi,China,37.5777,112.2922,6/11/2020,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,6/11/2020,582,3,561,18,Western Pacific
Tianjin,China,39.3054,117.323,6/11/2020,195,3,189,3,Western Pacific
Tibet,China,31.6927,88.0924,6/11/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,6/11/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,6/11/2020,185,2,183,0,Western Pacific
Zhejiang,China,29.1832,120.0934,6/11/2020,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,6/11/2020,45212,1488,17366,26358,Americas
,Congo (Brazzaville),-0.228,15.8277,6/11/2020,728,24,221,483,Africa
,Congo (Kinshasa),-4.0383,21.7587,6/11/2020,4515,98,567,3850,Africa
,Costa Rica,9.7489,-83.7534,6/11/2020,1538,12,722,804,Americas
,Cote d'Ivoire,7.54,-5.5471,6/11/2020,4404,41,2212,2151,Africa
,Croatia,45.1,15.2,6/11/2020,2249,106,2132,11,Europe
,Cuba,21.521757,-77.781167,6/11/2020,2219,84,1893,242,Americas
,Cyprus,35.1264,33.4299,6/11/2020,975,18,807,150,Europe
,Czechia,49.8175,15.473,6/11/2020,9855,328,7166,2361,Europe
Faroe Islands,Denmark,61.8926,-6.9118,6/11/2020,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,6/11/2020,13,0,13,0,Europe
,Denmark,56.2639,9.5018,6/11/2020,12035,593,10955,487,Europe
,Djibouti,11.8251,42.5903,6/11/2020,4398,37,2519,1842,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,6/11/2020,21437,561,12541,8335,Americas
,Ecuador,-1.8312,-78.1834,6/11/2020,44440,3720,21862,18858,Americas
,Egypt,26.820553,30.802498,6/11/2020,39726,1377,10691,27658,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,6/11/2020,3373,68,1504,1801,Americas
,Equatorial Guinea,1.6508,10.2679,6/11/2020,1306,12,200,1094,Africa
,Eritrea,15.1794,39.7823,6/11/2020,41,0,39,2,Africa
,Estonia,58.5953,25.0136,6/11/2020,1965,69,1697,199,Europe
,Eswatini,-26.5225,31.4659,6/11/2020,449,3,238,208,Africa
,Ethiopia,9.145,40.4897,6/11/2020,2670,40,434,2196,Africa
,Fiji,-17.7134,178.065,6/11/2020,18,0,18,0,Western Pacific
,Finland,61.92411,25.748151,6/11/2020,7064,325,6200,539,Europe
French Guiana,France,3.9339,-53.1258,6/11/2020,917,2,462,453,Europe
French Polynesia,France,-17.6797,149.4068,6/11/2020,60,0,60,0,Europe
Guadeloupe,France,16.265,-61.551,6/11/2020,164,14,144,6,Europe
Mayotte,France,-12.8275,45.166244,6/11/2020,2240,28,1654,558,Europe
New Caledonia,France,-20.904305,165.618042,6/11/2020,21,0,20,1,Europe
Reunion,France,-21.1151,55.5364,6/11/2020,487,1,447,39,Europe
Saint Barthelemy,France,17.9,-62.8333,6/11/2020,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,6/11/2020,41,3,33,5,Europe
Martinique,France,14.6415,-61.0242,6/11/2020,202,14,98,90,Europe
,France,46.2276,2.2137,6/11/2020,188680,29287,69344,90049,Europe
,Gabon,-0.8037,11.6094,6/11/2020,3463,23,1024,2416,Africa
,Gambia,13.4432,-15.3101,6/11/2020,28,1,22,5,Africa
,Georgia,42.3154,43.3569,6/11/2020,831,13,694,124,Europe
,Germany,51.165691,10.451526,6/11/2020,186691,8772,170961,6958,Europe
,Ghana,7.9465,-1.0232,6/11/2020,10358,48,3824,6486,Africa
,Greece,39.0742,21.8243,6/11/2020,3088,183,1374,1531,Europe
,Guatemala,15.7835,-90.2308,6/11/2020,8561,334,1567,6660,Americas
,Guinea,9.9456,-9.6966,6/11/2020,4372,23,3033,1316,Africa
,Guyana,4.860416,-58.93018,6/11/2020,158,12,92,54,Americas
,Haiti,18.9712,-72.2852,6/11/2020,3941,64,24,3853,Americas
,Holy See,41.9029,12.4534,6/11/2020,12,0,12,0,Europe
,Honduras,15.2,-86.2419,6/11/2020,7669,294,837,6538,Americas
,Hungary,47.1625,19.5033,6/11/2020,4039,553,2391,1095,Europe
,Iceland,64.9631,-19.0208,6/11/2020,1807,10,1794,3,Europe
,India,20.593684,78.96288,6/11/2020,297535,8498,147195,141842,South-East Asia
,Indonesia,-0.7893,113.9213,6/11/2020,35295,2000,12636,20659,South-East Asia
,Iran,32.427908,53.688046,6/11/2020,180156,8584,142663,28909,Eastern Mediterranean
,Iraq,33.223191,43.679291,6/11/2020,16675,457,6568,9650,Eastern Mediterranean
,Ireland,53.1424,-7.6921,6/11/2020,25238,1703,22698,837,Europe
,Israel,31.046051,34.851612,6/11/2020,18569,300,15250,3019,Europe
,Italy,41.87194,12.56738,6/11/2020,236142,34167,171338,30637,Europe
,Jamaica,18.1096,-77.2975,6/11/2020,611,10,408,193,Americas
,Japan,36.204824,138.252924,6/11/2020,17187,922,15233,1032,Western Pacific
,Jordan,31.24,36.51,6/11/2020,890,9,670,211,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,6/11/2020,13872,67,8593,5212,Europe
,Kenya,-0.0236,37.9062,6/11/2020,3215,92,1092,2031,Africa
,South Korea,35.907757,127.766922,6/11/2020,12003,277,10669,1057,Western Pacific
,Kuwait,29.31166,47.481766,6/11/2020,34432,279,24137,10016,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,6/11/2020,2166,26,1668,472,Europe
,Latvia,56.8796,24.6032,6/11/2020,1094,26,818,250,Europe
,Lebanon,33.8547,35.8623,6/11/2020,1402,31,845,526,Eastern Mediterranean
,Liberia,6.428055,-9.429499,6/11/2020,410,31,206,173,Africa
,Liechtenstein,47.14,9.55,6/11/2020,82,1,81,0,Europe
,Lithuania,55.1694,23.8813,6/11/2020,1752,74,1372,306,Europe
,Luxembourg,49.8153,6.1296,6/11/2020,4052,110,3910,32,Europe
,Madagascar,-18.766947,46.869107,6/11/2020,1203,10,312,881,Africa
,Malaysia,4.210484,101.975766,6/11/2020,8369,118,7065,1186,Western Pacific
,Maldives,3.2028,73.2207,6/11/2020,1976,8,1153,815,South-East Asia
,Malta,35.9375,14.3754,6/11/2020,640,9,600,31,Europe
,Mauritania,21.0079,-10.9408,6/11/2020,1439,74,250,1115,Africa
,Mauritius,-20.348404,57.552152,6/11/2020,337,10,325,2,Africa
,Mexico,23.6345,-102.5528,6/11/2020,133974,15944,97198,20832,Americas
,Moldova,47.4116,28.3699,6/11/2020,10727,375,6072,4280,Europe
,Monaco,43.7333,7.4167,6/11/2020,99,4,93,2,Europe
,Mongolia,46.8625,103.8467,6/11/2020,197,0,95,102,Western Pacific
,Montenegro,42.708678,19.37439,6/11/2020,324,9,315,0,Europe
,Morocco,31.7917,-7.0926,6/11/2020,8537,211,7583,743,Eastern Mediterranean
,Namibia,-22.9576,18.4904,6/11/2020,31,0,17,14,Africa
,Nepal,28.1667,84.25,6/11/2020,4614,15,861,3738,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,6/11/2020,101,3,98,0,Europe
Curacao,Netherlands,12.1696,-68.99,6/11/2020,22,1,15,6,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,6/11/2020,77,15,61,1,Europe
,Netherlands,52.1326,5.2913,6/11/2020,48251,6044,0,42207,Europe
,New Zealand,-40.9006,174.886,6/11/2020,1504,22,1482,0,Western Pacific
,Nicaragua,12.865416,-85.207229,6/11/2020,1464,55,953,456,Americas
,Niger,17.607789,8.081666,6/11/2020,974,65,878,31,Africa
,Nigeria,9.082,8.6753,6/11/2020,14554,387,4494,9673,Africa
,North Macedonia,41.6086,21.7453,6/11/2020,3538,169,1682,1687,Europe
,Norway,60.472,8.4689,6/11/2020,8608,242,8138,228,Europe
,Oman,21.512583,55.923255,6/11/2020,19954,89,6623,13242,Eastern Mediterranean
,Pakistan,30.3753,69.3451,6/11/2020,125933,2463,40247,83223,Eastern Mediterranean
,Panama,8.538,-80.7821,6/11/2020,18586,418,10977,7191,Americas
,Papua New Guinea,-6.314993,143.95555,6/11/2020,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,6/11/2020,1230,11,624,595,Americas
,Peru,-9.19,-75.0152,6/11/2020,214788,6088,102429,106271,Americas
,Philippines,12.879721,121.774017,6/11/2020,24175,1036,5165,17974,Western Pacific
,Poland,51.9194,19.1451,6/11/2020,28201,1215,13696,13290,Europe
,Portugal,39.3999,-8.2245,6/11/2020,35910,1504,22002,12404,Europe
,Qatar,25.3548,51.1839,6/11/2020,75071,69,51331,23671,Eastern Mediterranean
,Romania,45.9432,24.9668,6/11/2020,21182,1369,15283,4530,Europe
,Russia,61.52401,105.318756,6/11/2020,501800,6522,260649,234629,Europe
,Rwanda,-1.9403,29.8739,6/11/2020,494,2,313,179,Africa
,Saint Lucia,13.9094,-60.9789,6/11/2020,19,0,18,1,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,6/11/2020,27,0,25,2,Americas
,San Marino,43.9424,12.4578,6/11/2020,691,42,496,153,Europe
,Saudi Arabia,23.885942,45.079162,6/11/2020,116021,857,80019,35145,Eastern Mediterranean
,Senegal,14.4974,-14.4524,6/11/2020,4759,55,2994,1710,Africa
,Serbia,44.0165,21.0059,6/11/2020,12102,252,11362,488,Europe
,Seychelles,-4.6796,55.492,6/11/2020,11,0,11,0,Africa
,Singapore,1.2833,103.8333,6/11/2020,39387,25,27286,12076,Western Pacific
,Slovakia,48.669,19.699,6/11/2020,1541,28,1409,104,Europe
,Slovenia,46.1512,14.9955,6/11/2020,1488,109,1359,20,Europe
,Somalia,5.152149,46.199616,6/11/2020,2513,85,532,1896,Eastern Mediterranean
,South Africa,-30.5595,22.9375,6/11/2020,58568,1284,33252,24032,Africa
,Spain,40.463667,-3.74922,6/11/2020,242707,27136,150376,65195,Europe
,Sri Lanka,7.873054,80.771797,6/11/2020,1877,11,1150,716,South-East Asia
,Sudan,12.8628,30.2176,6/11/2020,6730,413,2278,4039,Eastern Mediterranean
,Suriname,3.9193,-56.0278,6/11/2020,168,2,9,157,Americas
,Sweden,60.128161,18.643501,6/11/2020,48288,4814,0,43474,Europe
,Switzerland,46.8182,8.2275,6/11/2020,31044,1937,28800,307,Europe
,Taiwan*,23.7,121,6/11/2020,443,7,431,5,Western Pacific
,Tanzania,-6.369028,34.888822,6/11/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,6/11/2020,3125,58,2987,80,South-East Asia
,Togo,8.6195,0.8248,6/11/2020,524,13,271,240,Africa
,Trinidad and Tobago,10.6918,-61.2225,6/11/2020,117,8,109,0,Americas
,Tunisia,33.886917,9.537499,6/11/2020,1087,49,989,49,Eastern Mediterranean
,Turkey,38.9637,35.2433,6/11/2020,174023,4763,147860,21400,Europe
,Uganda,1.373333,32.290275,6/11/2020,679,0,161,518,Africa
,Ukraine,48.3794,31.1656,6/11/2020,29706,864,13642,15200,Europe
,United Arab Emirates,23.424076,53.847818,6/11/2020,40986,286,25234,15466,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,6/11/2020,141,9,127,5,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,6/11/2020,186,1,112,73,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,6/11/2020,565,48,512,5,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,6/11/2020,176,0,171,5,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,6/11/2020,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,6/11/2020,11,1,10,0,Europe
,United Kingdom,55.3781,-3.436,6/11/2020,268657,41377,0,227280,Europe
,Uruguay,-32.5228,-55.7658,6/11/2020,847,23,772,52,Americas
,US,40,-100,6/11/2020,2023656,114512,540292,1368852,Americas
,Uzbekistan,41.377491,64.585262,6/11/2020,4741,19,3637,1085,Europe
,Venezuela,6.4238,-66.5897,6/11/2020,2814,23,487,2304,Americas
,Vietnam,14.058324,108.277199,6/11/2020,332,0,321,11,Western Pacific
,Zambia,-13.133897,27.849332,6/11/2020,1200,10,912,278,Africa
,Zimbabwe,-19.015438,29.154857,6/11/2020,332,4,51,277,Africa
,Dominica,15.415,-61.371,6/11/2020,18,0,16,2,Americas
,Grenada,12.1165,-61.679,6/11/2020,23,0,22,1,Americas
,Mozambique,-18.665695,35.529562,6/11/2020,489,2,0,487,Africa
,Syria,34.802075,38.996815,6/11/2020,164,6,0,158,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,6/11/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,6/11/2020,20,2,16,2,Americas
,Laos,19.85627,102.495496,6/11/2020,19,0,19,0,Western Pacific
,Libya,26.3351,17.228331,6/11/2020,393,5,59,329,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,6/11/2020,487,3,410,74,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,6/11/2020,1389,12,153,1224,Africa
,Mali,17.570692,-3.996166,6/11/2020,1722,97,989,636,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,6/11/2020,15,0,15,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,6/11/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,6/11/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,6/11/2020,1326,31,921,374,Europe
,Burma,21.9162,95.956,6/11/2020,260,6,165,89,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,6/11/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,6/11/2020,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,6/11/2020,12,1,11,0,Europe
,Botswana,-22.3285,24.6849,6/11/2020,48,1,24,23,Africa
,Burundi,-3.3731,29.9189,6/11/2020,85,1,45,39,Africa
,Sierra Leone,8.460555,-11.779889,6/11/2020,1085,50,642,393,Africa
,Malawi,-13.2543,34.3015,6/11/2020,481,4,55,422,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,6/11/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,6/11/2020,1,0,1,0,Europe
,South Sudan,6.877,31.307,6/11/2020,1670,24,48,1598,Africa
,Western Sahara,24.2155,-12.8858,6/11/2020,9,1,6,2,Africa
,Sao Tome and Principe,0.1864,6.6131,6/11/2020,632,12,146,474,Africa
,Yemen,15.552727,48.516388,6/11/2020,591,136,23,432,Eastern Mediterranean
,Comoros,-11.6455,43.3333,6/11/2020,162,2,97,63,Africa
,Tajikistan,38.861,71.2761,6/11/2020,4834,49,3062,1723,Europe
,Lesotho,-29.61,28.2336,6/11/2020,4,0,2,2,Africa
,Afghanistan,33.93911,67.709953,6/12/2020,23546,446,3928,19172,Eastern Mediterranean
,Albania,41.1533,20.1683,6/12/2020,1416,36,1034,346,Europe
,Algeria,28.0339,1.6596,6/12/2020,10698,751,7322,2625,Africa
,Andorra,42.5063,1.5218,6/12/2020,853,51,781,21,Europe
,Angola,-11.2027,17.8739,6/12/2020,130,5,42,83,Africa
,Antigua and Barbuda,17.0608,-61.7964,6/12/2020,26,3,20,3,Americas
,Argentina,-38.4161,-63.6167,6/12/2020,28764,785,8743,19236,Americas
,Armenia,40.0691,45.0382,6/12/2020,15281,258,5639,9384,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,6/12/2020,108,3,104,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,6/12/2020,3119,48,2763,308,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,6/12/2020,29,0,29,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,6/12/2020,1065,6,1051,8,Western Pacific
South Australia,Australia,-34.9285,138.6007,6/12/2020,440,4,436,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,6/12/2020,228,13,213,2,Western Pacific
Victoria,Australia,-37.8136,144.9631,6/12/2020,1703,19,1632,52,Western Pacific
Western Australia,Australia,-31.9505,115.8605,6/12/2020,602,9,575,18,Western Pacific
,Austria,47.5162,14.5501,6/12/2020,17064,675,15985,404,Europe
,Azerbaijan,40.1431,47.5769,6/12/2020,9218,113,5116,3989,Europe
,Bahamas,25.025885,-78.035889,6/12/2020,103,11,68,24,Americas
,Bahrain,26.0275,50.55,6/12/2020,17269,36,11903,5330,Eastern Mediterranean
,Bangladesh,23.685,90.3563,6/12/2020,81523,1095,17249,63179,South-East Asia
,Barbados,13.1939,-59.5432,6/12/2020,96,7,83,6,Americas
,Belarus,53.7098,27.9534,6/12/2020,52520,298,27760,24462,Europe
,Belgium,50.8333,4.469936,6/12/2020,59819,9646,16498,33675,Europe
,Benin,9.3077,2.3158,6/12/2020,388,5,217,166,Africa
,Bhutan,27.5142,90.4336,6/12/2020,62,0,19,43,South-East Asia
,Bolivia,-16.2902,-63.5887,6/12/2020,16929,559,2431,13939,Americas
,Bosnia and Herzegovina,43.9159,17.6791,6/12/2020,2893,163,2119,611,Europe
,Brazil,-14.235,-51.9253,6/12/2020,828810,41828,445123,341859,Americas
,Brunei,4.5353,114.7277,6/12/2020,141,2,138,1,Western Pacific
,Bulgaria,42.7339,25.4858,6/12/2020,3191,172,1716,1303,Europe
,Burkina Faso,12.2383,-1.5616,6/12/2020,892,53,791,48,Africa
,Cabo Verde,16.5388,-23.0418,6/12/2020,697,6,294,397,Africa
,Cambodia,11.55,104.9167,6/12/2020,126,0,125,1,Western Pacific
,Cameroon,3.848,11.5021,6/12/2020,8681,212,4836,3633,Africa
Alberta,Canada,53.9333,-116.5765,6/12/2020,7346,149,0,7197,Americas
British Columbia,Canada,53.7267,-127.6476,6/12/2020,2709,168,0,2541,Americas
Manitoba,Canada,53.7609,-98.8139,6/12/2020,301,7,0,294,Americas
New Brunswick,Canada,46.5653,-66.4619,6/12/2020,154,1,0,153,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,6/12/2020,261,3,0,258,Americas
Nova Scotia,Canada,44.682,-63.7443,6/12/2020,1061,62,0,999,Americas
Ontario,Canada,51.2538,-85.3232,6/12/2020,33378,2573,0,30805,Americas
Prince Edward Island,Canada,46.5107,-63.4168,6/12/2020,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,6/12/2020,53666,5148,0,48518,Americas
Saskatchewan,Canada,52.9399,-106.4509,6/12/2020,663,13,0,650,Americas
,Central African Republic,6.6111,20.9394,6/12/2020,2044,7,360,1677,Africa
,Chad,15.4542,18.7322,6/12/2020,848,72,711,65,Africa
,Chile,-35.6751,-71.543,6/12/2020,193452,2870,131358,59224,Americas
Anhui,China,31.8257,117.2264,6/12/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,6/12/2020,601,9,584,8,Western Pacific
Chongqing,China,30.0572,107.874,6/12/2020,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,6/12/2020,361,1,356,4,Western Pacific
Gansu,China,35.7518,104.2861,6/12/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,6/12/2020,1608,8,1590,10,Western Pacific
Guangxi,China,23.8298,108.7881,6/12/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,6/12/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,6/12/2020,171,6,162,3,Western Pacific
Hebei,China,39.549,116.1306,6/12/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,6/12/2020,947,13,934,0,Western Pacific
